"rank","property_id","address","latitude","longitude","price","currency","bedrooms","bathrooms","area_sqft","land_area_sqft","listing_agent_name","listing_broker_name","other_agents","redfin_estimate","estimate_mortgage","days_on_market","year_built","property_type","property_style","sold_date","status","mls_number","image_urls","description","input_url","property_url","listing_page_url"
"150","2312329","417 Occidental Cir, Santa Rosa, CA 95401","38.4305359","-122.758983","350000","USD","2","2.5","1296","1298","Christopher Ortiz","Coldwell Banker Realty","Bradly Wilkinson - Coldwell Banker Realty","364071","","","1986","Condo/Co-op","","06-04-2021","Closed","321007013","https://ssl.cdn-redfin.com/photo/27/bigphoto/013/321007013_1.jpg","Welcome to 417 Occidental Cir. Sitting in Westland Estates in Santa Rosa, this 2 story PUD features updated floors upstairs, indoor laundry, a detached garage, and more. This home is perfect for first timers, turnkey, and move in ready. Don't forget to make use of the community pool, clubhouse, landscaped grounds, and more!","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo","https://www.redfin.com/CA/Santa-Rosa/417-Occidental-Cir-95401/home/2312329","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo/page-2"
"123","40536897","226 Regency Ct, Santa Rosa, CA 95401","38.4324776","-122.7551452","320000","USD","2","2","1440","3681","Linda Dias","Paradise Realty","","","","","1973","Mobile/Manufactured Home","","12-03-2021","Closed","22030028","https://ssl.cdn-redfin.com/photo/27/bigphoto/028/22030028_2.jpg","In Valle Vista where this mobile home is located you own the land so there is no space rent. Beautifully upgraded home with an open floor plan LR/DR combo Family room open to to the kitchen area with all new hardwood flooring. Fully sheet rocked interior with base molding and ceiling trim, track lighting and upgraded fixtures. Dual pane windows, new interior doors, remodeled kitchen and bathrooms. Valle Vista is 55+ Senior Community of individually owned lots and features 7 1/2 acres of well manicured greenbelts and walking paths, along with in-ground pool with lovely patio grounds and a clubhouse.","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo","https://www.redfin.com/CA/Santa-Rosa/226-Regency-Ct-95401/home/40536897","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo/page-2"
"214","40537042","124 Westgate Cir, Santa Rosa, CA 95401","38.4325847","-122.7573281","449000","USD","2","2.5","1300","3920","Kathy Leeks Dean","Berkshire Hathaway","","","","","2007","Mobile/Manufactured Home","","05-04-2021","Closed","22026245","https://ssl.cdn-redfin.com/photo/27/bigphoto/245/22026245_1.jpg","Lovely Valle Vista home absolutely sparkles! Immaculate, beautifully maintained, and in turn key condition. Light filled open floor plan has been freshly painted through out. Home features vaulted ceilings, abundant closets and storage, skylights, attractive window treatments and laminate flooring. Both bedrooms have private baths and there is an additional half bath for guests. Separate laundry room plus fully finished storage room/hobby space/garden shed. The lot is adjacent to unused greenbelt area, so no neighbors on one side or in the back and plenty of space for outdoor living. All lots are individually owned in this desirable resident managed 55+ community featuring 7 1/2 acres of landscaped greenbelts with walking paths, inground pool with attractive patio areas, large clubhouse, and a wonderful community of neighbors. Don't miss the opportunity to own a rarely available newer manufactured home in Valle Vista.","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo","https://www.redfin.com/CA/Santa-Rosa/124-Westgate-Cir-95401/home/40537042","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo/page-2"
"68","40539070","5379 Old Redwood Hwy #11, Santa Rosa, CA 95403","38.5131322","-122.7672705","105000","USD","2","1","725","","","","","","","","2000","Mobile/Manufactured Home","","","Sold","","https://maps.googleapis.com/maps/api/streetview?channel=mb-ldp-publicrecord&location=38.5131322%2C-122.7672705&size=665x441&source=outdoor&client=gme-redfin&signature=8S6_NXwGhbiEtMiKO7OqFKxtwPc=","","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo","https://www.redfin.com/CA/Santa-Rosa/5379-Old-Redwood-Hwy-95403/unit-11/home/40539070","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo"
"165","2205619","612 Simpson St, Santa Rosa, CA 95401","38.4402045","-122.7373377","375000","USD","2","2","984","2614","Barbara Ellis","Keller Williams Realty","","378166","","","1971","Condo/Co-op","","28-04-2021","Closed","321019057","https://ssl.cdn-redfin.com/photo/27/bigphoto/057/321019057_0.jpg","Affordable and ready to move in. New roof and microwave installed 3/22/21. Newer waterheater. recent replacement of sewer lateral. Well cared for 2 bedrooms and 2 full bathrooms. Private back patio. Washer and Dryer hookups are in carport closet. Updated kitchen. Take a look and be pleasantly surprised. Ready for a new coat of paint and years of enjoyment.","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo","https://www.redfin.com/CA/Santa-Rosa/612-Simpson-St-95401/home/2205619","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo/page-2"
"12","2237484","65 Autumn Leaf Dr, Santa Rosa, CA 95409","38.4379615","-122.5885716","757000","USD","2","2","1854","7000","","","","764443","","","1971","Single Family Residential","","","Sold","","https://maps.googleapis.com/maps/api/streetview?channel=mb-ldp-publicrecord&location=65+Autumn+Leaf+Dr%2C+Santa+Rosa%2C+CA+95409&size=665x441&source=outdoor&client=gme-redfin&signature=6Q63R48BcRkGrwAmjwG4UyLs1U4=","","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo","https://www.redfin.com/CA/Santa-Rosa/65-Autumn-Leaf-Dr-95409/home/2237484","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo"
"116","2344800","346 Taylor Vw, Santa Rosa, CA 95404","38.41546","-122.705402","312000","USD","2","1","864","","Pam Stephens","Stephens & Associates","","316474","","","1994","Condo/Co-op","","15-04-2021","Closed","321014949","https://ssl.cdn-redfin.com/photo/27/bigphoto/949/321014949_0.jpg","Very sweet well taken care of two bedroom one bath condo. Newer appliances with gas stove/oven, remodeled kitchen and bathroom. Small sunny backyard. Close to shopping and Taylor Mt Regional Park.","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo","https://www.redfin.com/CA/Santa-Rosa/346-Taylor-View-Dr-95404/home/2344800","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo/page-2"
"63","2634331","4955 Hansen Dr, Santa Rosa, CA 95409","38.471287","-122.6640575","878000","USD","3","1","1473","37200","","","","900899","","","1951","Single Family Residential","","","Sold","","https://maps.googleapis.com/maps/api/streetview?channel=mb-ldp-publicrecord&location=4955+Hansen+Dr%2C+Santa+Rosa%2C+CA+95409&size=665x441&source=outdoor&client=gme-redfin&signature=X_rPK7wQ8XRKyUa24ShVOd0lQMQ=","","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo","https://www.redfin.com/CA/Santa-Rosa/4955-Hansen-Dr-95409/home/2634331","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo"
"142","2229602","1370 Townview Ave #201, Santa Rosa, CA 95405","38.4343171","-122.6851094","339000","USD","2","1.5","1255","1163","Teresa Martinez Danielsen","Berkshire Hathaway HomeServices Heritage, REALTORS","","354750","","","1975","Condo/Co-op","Contemporary","09-03-2021","Closed","22031077","https://ssl.cdn-redfin.com/photo/77/bigphoto/077/22031077_3.jpg","This is a beautiful corner condo with 1255 sq ft. Located in Bennett Valley, close to shopping and easy freeway access. Open floor plan with sightlines between the living room, kitchen and dining area. Kitchen updated with granite counters and stainless steel appliances. Dining area is large enough for your dining table and a small desk. Inside laundry area. Master is very spacious with a nook where you could also put a desk. Private balcony provides a great view of a beautiful greenbelt. Assigned spot in covered parking garage, complex swimming pool, and elevator access. What a great price per sq foot! See virtal tour at https://youtu.be/oaG4h3hsdeY","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo","https://www.redfin.com/CA/Santa-Rosa/1370-Townview-Ave-95405/unit-201/home/2229602","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo/page-2"
"129","2321943","2512 Westberry Dr, Santa Rosa, CA 95403","38.455801","-122.737994","330000","USD","2","1","994","1098","Anna Harris","Coldwell Banker Realty","Berni Baxter - Coldwell Banker Realty","318669","","","1984","Condo/Co-op","Traditional","07-05-2021","Closed","321021111","https://ssl.cdn-redfin.com/photo/27/bigphoto/111/321021111_0.jpg","Welcome to this adorable 2 bedroom 1 bath condo situated in the centrally located Westberry community. This home features a good-sized living room with a fireplace and opens to the private side patio. The kitchen is light and bright with a range, dishwasher, and refrigerator. The spacious bedrooms offer ample closet space and the master bedroom has direct access to the bathroom. Recently installed laminate floors and some new carpeting make this the perfect move-in-ready investment. Enjoy the convenience of being close to schools, downtown Santa Rosa, Coddingtown Mall, Whole Foods, the SMART Train, and hospitals. Located in Wine Country, home to hiking, vineyards, and wine tasting. Approximately 50 miles North of the Golden Gate Bridge and 20 miles to the coast.","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo","https://www.redfin.com/CA/Santa-Rosa/2512-Westberry-Dr-95403/home/2321943","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo/page-2"
"141","2229602","1370 Townview Ave #201, Santa Rosa, CA 95405","38.4343171","-122.6851094","339000","USD","2","1.5","1255","1163","Teresa Martinez Danielsen","Berkshire Hathaway HomeServices Heritage, REALTORS","","354750","","","1975","Condo/Co-op","Contemporary","09-03-2021","Closed","22031077","https://ssl.cdn-redfin.com/photo/77/bigphoto/077/22031077_3.jpg","This is a beautiful corner condo with 1255 sq ft. Located in Bennett Valley, close to shopping and easy freeway access. Open floor plan with sightlines between the living room, kitchen and dining area. Kitchen updated with granite counters and stainless steel appliances. Dining area is large enough for your dining table and a small desk. Inside laundry area. Master is very spacious with a nook where you could also put a desk. Private balcony provides a great view of a beautiful greenbelt. Assigned spot in covered parking garage, complex swimming pool, and elevator access. What a great price per sq foot! See virtal tour at https://youtu.be/oaG4h3hsdeY","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo","https://www.redfin.com/CA/Santa-Rosa/1370-Townview-Ave-95405/unit-201/home/2229602","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo/page-2"
"163","2323440","1867 Windmill Cir, Santa Rosa, CA 95403","38.4639825","-122.7506578","368000","USD","2","1.5","966","871","Daphne Peterson","Keller Williams Realty","","373779","","","1985","Condo/Co-op","Contemporary","20-04-2021","Closed","321011468","https://ssl.cdn-redfin.com/photo/27/bigphoto/468/321011468_0.jpg","Move-in ready home with a one-car garage! This property has all hard surface flooring- laminate and tile and on-demand water heater. All of the appliances are included: stainless steel gas stove, refrigerator, and dishwasher in the kitchen and a stacking washer and dryer upstairs. It's short walk through the park-like grounds to the spa. This property has very low HOA dues - $245/month that include exterior maintenance, roof, trash and grounds maintenance. Convenient location and close to shopping and a short hop to the highway.","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo","https://www.redfin.com/CA/Santa-Rosa/1867-Windmill-Cir-95403/home/2323440","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo/page-2"
"69","40539070","5379 Old Redwood Hwy #11, Santa Rosa, CA 95403","38.5131322","-122.7672705","105000","USD","2","1","725","","","","","","","","2000","Mobile/Manufactured Home","","","Sold","","https://maps.googleapis.com/maps/api/streetview?channel=mb-ldp-publicrecord&location=38.5131322%2C-122.7672705&size=665x441&source=outdoor&client=gme-redfin&signature=8S6_NXwGhbiEtMiKO7OqFKxtwPc=","","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo","https://www.redfin.com/CA/Santa-Rosa/5379-Old-Redwood-Hwy-95403/unit-11/home/40539070","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo"
"179","12113605","1040 Campoy St #201, Santa Rosa, CA 95407","38.426052","-122.763393","385000","USD","3","2.5","1282","562","Nathan Foster","Vanguard Properties","","386116","","","2007","Condo/Co-op","","26-04-2021","Closed","321009275","https://ssl.cdn-redfin.com/photo/27/bigphoto/275/321009275_0.jpg","3 Bed / 2.5 bath, 1282 square feet, two story townhouse in Village Square at Courtside Association. This unit has arguably the best value in Santa Rosa. The unit is located on the 2nd and 3rd floor with your own carport on the 1st floor. The unit is freshly painted throughout, has new carpeting, blinds and curtains. Unit #201 is on the northwest end of the building and has a spectacular sunset view. Balcony off dining area is perfect for your potted garden. The open floor plan has the kitchen, living room, half bath, laundry closet and storage downstairs. The upstairs has three light filled bedrooms with high ceilings and 2 full bathrooms. The HOA covers external building, grounds & maintenance, roof, garbage, insurance, and HOA management. Easy access to Hwy 12 & Hwy 101.","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo","https://www.redfin.com/CA/Santa-Rosa/1040-Campoy-St-95407/unit-201/home/12113605","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo/page-2"
"188","2327844","1624 Pinebrook Pl, Santa Rosa, CA 95403","38.451295","-122.7681698","397000","USD","2","1.5","900","1124","Tracey Cooper","W Real Estate","","408525","","","1998","Condo/Co-op","","04-03-2021","Closed","321000867","https://ssl.cdn-redfin.com/photo/27/bigphoto/867/321000867_0.jpg","Beautiful Pinebrook Place condo. Santa Rosa's NW wine country location. Wonderful end unit with lots of privacy and next green park like open space. Gorgeous vaulted ceilings add an open feel to the livingroom with lots of large windows providing tons of natural night. Convenient attached one car garage with storage space, wine cooler built in and one extra parking space for the unit. Well appointed updated kitchen with granite counter tops. Stackable washer and dryer for extra convenience are included. Enjoy the newer hot tub on the private back patio that leads into the living area and kitchen. Walking distance to shopping and minutes to world renowned wineries and Hwy 101. Truly a beautiful condo in gorgeous Sonoma County wine country.","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo","https://www.redfin.com/CA/Santa-Rosa/1624-Pinebrook-Pl-95403/home/2327844","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo/page-2"
"77","173448306","116 Pear Ln #116, Santa Rosa, CA 95407","38.4075742","-122.7131201","77500","USD","2","2","1100","","Brady Smith","Keller Williams Realty","Christopher Smith - Keller Williams Realty","","","","1966","Mobile/Manufactured Home","","26-02-2021","Closed","22024756","https://ssl.cdn-redfin.com/photo/27/bigphoto/756/22024756_2.jpg","Very well maintained double wide 2bd/2ba on oversized lot in desirable Mountain View Estates Mobile Home Park. Family friendly with a designated playpark for children and club house for use by park tenants. Home has abundant storage and beautiful real wood paneling throughout. Outside was recently painted front and back. Excellent swamp cooler and gas central heating. Views of Taylor mountain. Close to major shopping centers (Costco, Target and Trader Joes).","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo","https://www.redfin.com/CA/Santa-Rosa/116-Pear-Ln-95407/unit-116/home/173448306","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo"
"76","173448306","116 Pear Ln #116, Santa Rosa, CA 95407","38.4075742","-122.7131201","77500","USD","2","2","1100","","Brady Smith","Keller Williams Realty","Christopher Smith - Keller Williams Realty","","","","1966","Mobile/Manufactured Home","","26-02-2021","Closed","22024756","https://ssl.cdn-redfin.com/photo/27/bigphoto/756/22024756_2.jpg","Very well maintained double wide 2bd/2ba on oversized lot in desirable Mountain View Estates Mobile Home Park. Family friendly with a designated playpark for children and club house for use by park tenants. Home has abundant storage and beautiful real wood paneling throughout. Outside was recently painted front and back. Excellent swamp cooler and gas central heating. Views of Taylor mountain. Close to major shopping centers (Costco, Target and Trader Joes).","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo","https://www.redfin.com/CA/Santa-Rosa/116-Pear-Ln-95407/unit-116/home/173448306","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo"
"200","2557156","381 Gate Way, Santa Rosa, CA 95401","38.432805","-122.746028","412000","USD","3","2.5","1310","871","Ron Larson","Coldwell Banker Realty","","411897","","","1986","Townhouse","Contemporary","03-05-2021","Closed","321019640","https://ssl.cdn-redfin.com/photo/27/bigphoto/640/321019640_0.jpg","This absolutely lovely three bedroom, two and a half bathroom end-unit townhome is located in the desirable planned unit development community of Woodgate Glen. The main level features a spacious living room, wood burning fireplace, beautifully remodeled kitchen, stainless steel appliances, granite countertops, separate dining area, and an updated half bathroom. Upstairs, you'll find a master bedroom with a private full bathroom, vaulted ceilings, two additional bedrooms and a second full bathroom. The home includes dual-pane windows, ceiling fans, laminate and tile flooring and an interior laundry area. You'll enjoy relaxing on the enclosed private patio in back. There is a one-car garage, plus an assigned uncovered parking space. Common amenities include swimming pools, walking paths, and multiple play structures. The convenient location is near Highway 12 access, A Place to Play Community Park, and Oliver's Market. Pride of ownership is evident throughout on this special property.","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo","https://www.redfin.com/CA/Santa-Rosa/381-Gate-Way-95401/home/2557156","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo/page-2"
"164","2323440","1867 Windmill Cir, Santa Rosa, CA 95403","38.4639825","-122.7506578","368000","USD","2","1.5","966","871","Daphne Peterson","Keller Williams Realty","","373779","","","1985","Condo/Co-op","Contemporary","20-04-2021","Closed","321011468","https://ssl.cdn-redfin.com/photo/27/bigphoto/468/321011468_0.jpg","Move-in ready home with a one-car garage! This property has all hard surface flooring- laminate and tile and on-demand water heater. All of the appliances are included: stainless steel gas stove, refrigerator, and dishwasher in the kitchen and a stacking washer and dryer upstairs. It's short walk through the park-like grounds to the spa. This property has very low HOA dues - $245/month that include exterior maintenance, roof, trash and grounds maintenance. Convenient location and close to shopping and a short hop to the highway.","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo","https://www.redfin.com/CA/Santa-Rosa/1867-Windmill-Cir-95403/home/2323440","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo/page-2"
"106","26838734","1955 Pinercrest Dr #229, Santa Rosa, CA 95403","38.4687025","-122.7517439","201000","USD","2","2","1152","","Kenneth Schrier","RE/MAX Marketplace","","","","","1987","Mobile/Manufactured Home","","22-03-2021","Closed","321002416","https://ssl.cdn-redfin.com/photo/27/bigphoto/416/321002416_0.jpg","Adult Community Beauty! This wonderful 2 bedroom, 2 full bath home located in The Orchards of Santa Rosa is a must see! Home features plenty of natural light, bamboo floors, air conditioning, dual pane windows, covered patio, an attached 2 car garage and tons of extras!","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo","https://www.redfin.com/CA/Santa-Rosa/1955-Pinercrest-Dr-95403/unit-229/home/26838734","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo"
"86","40539107","5379 Old Redwood Hwy #34, Santa Rosa, CA 95403","38.513132","-122.767271","145000","USD","3","2","1056","86022","David Palma","eXp Realty of California, Inc","","","","","1996","Mobile/Manufactured Home","","29-04-2021","Closed","321017681","https://ssl.cdn-redfin.com/photo/27/bigphoto/681/321017681_0.jpg","Home for the last 20 years. Newly on the market, this 3 bed 2 bath double wide has many desirable features, but most predominantly, the spacious bedrooms that it provides. The two guest bedrooms are located to the south, while the master is privately situated to the north. Separating the two wings of the home is the living room. This space has high ceilings and conjoins with the kitchen. The home also has adequate back yard space with two storage sheds, that with some care, would make the yard a place to catch some fresh air or work on outdoor hobbies. Sit on your front stoop or BBQ under the carport to escape the summer heat. Enjoy a nice cup of coffee with eastern morning sunrises. With some care and taste, this home can be bright, shiny and new. Property is situated a bit outside of town, resting between Windsor & Santa Rosa. Conveniently located near the freeway & in close proximity to two Kaiser facilities. There are 2 regional parks near by and Larkfield shopping center as well.","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo","https://www.redfin.com/CA/Santa-Rosa/5379-Old-Redwood-Hwy-95403/unit-34/home/40539107","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo"
"74","174326558","75 Arthur Dr, Santa Rosa, CA 95403","38.522011","-122.778798","39000","USD","2","2","1060","","Jo Lasley","Keller Williams Realty","","","","","1971","Mobile/Manufactured Home","","08-04-2021","Closed","22034786","https://ssl.cdn-redfin.com/photo/27/bigphoto/786/22034786_1.jpg","Senior park cosmetic fixer that needs your special touch to transform this home that suits you. Seller has priced the home to be purchased in its present condition. Home is located on a corner of a cul-de-sac, no homes on either side and next to the RV parking storage separated by fencing. Second bedroom has been made into a den with a cutout archway in the wall to the room and has no closet. This home has a lot of potential and priced to accomodate repairs and updating. Small side yard on the westside. A shed in the backyard which is a small area.","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo","https://www.redfin.com/CA/Santa-Rosa/75-Arthur-Dr-95403/home/174326558","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo"
"80","174244934","1184 Woodcrest Dr #1184, Santa Rosa, CA 95401","38.4446767","-122.7449188","80000","USD","2","2","1440","","James Walker","Coldwell Banker Realty","","","","","1970","Mobile/Manufactured Home","","19-04-2021","Closed","22025344","https://ssl.cdn-redfin.com/photo/27/bigphoto/344/22025344_2.jpg","Welcome to: Woodcrest A 55 + Community. This community offers: a dog park, walking path, club house, pool and laundry facility. The home has 2 Bedrooms, 2 Bathrooms, Bar, Living Room and Dinning Room. There is an additional closed in area on the deck and a shed. You will also enjoy the Central Heat and A/C.","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo","https://www.redfin.com/CA/Santa-Rosa/1184-Woodcrest-Dr-95401/unit-1184/home/174244934","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo"
"2","2210897","2524 Midway Dr, Santa Rosa, CA 95405","38.446394","-122.6851987","775000","USD","3","2","1863","6175","","","","796276","","","1951","Single Family Residential","","","Sold","","https://maps.googleapis.com/maps/api/streetview?channel=mb-ldp-publicrecord&location=2524+Midway+Dr%2C+Santa+Rosa%2C+CA+95405&size=665x441&source=outdoor&client=gme-redfin&signature=ey7_oJhxBqV4g1d9eMKDMCuHbFc=","","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo","https://www.redfin.com/CA/Santa-Rosa/2524-Midway-Dr-95405/home/2210897","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo"
"23","2330135","1419 Olive St, Santa Rosa, CA 95407","38.4236782","-122.7168029","505000","USD","3","1.5","1357","7533","","","","520268","","","1946","Single Family Residential","","","Sold","","https://maps.googleapis.com/maps/api/streetview?channel=mb-ldp-publicrecord&location=1419+Olive+St%2C+Santa+Rosa%2C+CA+95407&size=665x441&source=outdoor&client=gme-redfin&signature=2RvQVeTO-NzPM8TggNrguq3srng=","","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo","https://www.redfin.com/CA/Santa-Rosa/1419-Olive-St-95407/home/2330135","https://www.redfin.com/city/17911/CA/Santa-Rosa/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo"
